"","Date","SiteCode","Time","Effort","Nutrients","DOM","Ecoli","AnionsCations","TN.TP","Sampler","Notes","NumericDate","Watershed","DataValue","LocalDateTime","VariableCode","CensorCode","QualifierCode","MethodID","SampleType","LabSampleCode","LabMethodID","SourceID","LabSampleCode.1","CollectionDateTime","SiteCode.1","CollectorName","CollectionNotes","AnalysisDateTime","LaboratoryName","AnalystName","LabMethodID.1","InstrumentName","LabReportFileName","AnalysisNotes"
"62","23-Jun-15","LR_Franklin_BA","14:21","2nd Jun","D837","Site Code","ECD234","D234","D1062","Ben","Changed from 1st Jun to 2nd Jun because there is no 1st Jun",150623,"Logan River","2","23-Jun-15","Chlorophyll","nc",NA,8,"Pump","188",14,1,"188","23-06-15 0:00","LR_Franklin_BA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"63","23-Jun-15","LR_MainSt_BA","11:02","2nd Jun","D290","Site Code","ECD718","D820","D718","Ben","Changed from 1st Jun to 2nd Jun because there is no 1st Jun",150623,"Logan River","2","23-Jun-15","Chlorophyll","nc",NA,8,"Pump","J064",14,1,"J064","23-06-15 0:00","LR_MainSt_BA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"64","23-Jun-15","LR_Mendon_AA","10:23","2nd Jun","D520","Site Code","ECD877","3768","D877","Ben","Changed from 1st Jun to 2nd Jun because there is no 1st Jun",150623,"Logan River","2","23-Jun-15","Chlorophyll","nc",NA,8,"Pump","34A",14,1,"34A","23-06-15 0:00","LR_Mendon_AA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"65","23-Jun-15","LR_TonyGrove_BA","13:29","2nd Jun","LR_150623_2","Site Code","ECLR_150623_1","LR_150623_3","LR_150623_1","Ben","Changed from 1st Jun to 2nd Jun because there is no 1st Jun",150623,"Logan River","2","23-Jun-15","Chlorophyll","nc",NA,8,"Pump","408",14,1,"408","23-06-15 0:00","LR_TonyGrove_BA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"66","23-Jun-15","LR_Waterlab_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150623,"Logan River","2","23-Jun-15","Chlorophyll","nc",NA,8,"Pump","023",14,1,"023","23-06-15 0:00","LR_Waterlab_AA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"67","27-May-15","PR_BJ_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Provo","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","S116",14,1,"S116","27-05-15 0:00","PR_BJ_AA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"68","27-May-15","PR_CH_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Provo","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","190",14,1,"190","27-05-15 0:00","PR_CH_AA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"69","27-May-15","PR_LM_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Provo","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","243",14,1,"243","27-05-15 0:00","PR_LM_BA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"70","27-May-15","RB_1300E",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Red Butte","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","79",14,1,"79","27-05-15 0:00","RB_1300E","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"71","27-May-15","RB_ARBR_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Red Butte","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","311",14,1,"311","27-05-15 0:00","RB_ARBR_AA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"72","27-May-15","RB_CG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Red Butte","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","5036",14,1,"5036","27-05-15 0:00","RB_CG_BA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"73","27-May-15","RB_FD_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Red Butte","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","E666",14,1,"E666","27-05-15 0:00","RB_FD_AA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"74","27-May-15","RB_KF_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Red Butte","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","029",14,1,"029","27-05-15 0:00","RB_KF_BA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"75","27-May-15","RB_RBG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Red Butte","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","014",14,1,"014","27-05-15 0:00","RB_RBG_BA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"76","27-May-15","RB_ST_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Red Butte","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","137",14,1,"137","27-05-15 0:00","RB_ST_BA","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"77","27-May-15","RB1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,150527,"Red Butte","NA","27-May-15","Chlorophyll","nc",NA,8,"Pump","084",14,1,"084","27-05-15 0:00","RB1300S","","","7-27-15 0:00","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"78","30-Apr-15","LR_Franklin_BA","14:38","3rd Apr","1528","Site Code","ECB3085","3086","B3085","Chris","",150430,"Logan River","NA","30-Apr-15","Chlorophyll","nc",NA,8,"Pump","50",14,1,"50","30-04-15 0:00","LR_Franklin_BA","Chris Cox/Dane Brophy","","13-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"79","30-Apr-15","LR_Franklin_BA","14:38","3rd Apr","1528","Site Code","ECB3085","3086","B3085","Chris","",150430,"Logan River","NA","30-Apr-15","Chlorophyll","nc",NA,8,"Pump","871",14,1,"871","30-04-15 0:00","LR_Franklin_BA","Chris Cox/Dane Brophy","","17-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"80","30-Apr-15","LR_Mendon_AA","10:37","3rd Apr","150430-03","Site Code","EC3184","150430-02","3184","Chris","",150430,"Logan River","NA","30-Apr-15","Chlorophyll","nc",NA,8,"Pump","39",14,1,"39","30-04-15 0:00","LR_Mendon_AA","Chris Cox/Dane Brophy","","16-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"81","30-Apr-15","LR_Mendon_AA","10:37","3rd Apr","150430-03","Site Code","EC3184","150430-02","3184","Chris","",150430,"Logan River","NA","30-Apr-15","Chlorophyll","nc",NA,8,"Pump","209",14,1,"209","30-04-15 0:00","LR_Mendon_AA","Chris Cox/Dane Brophy","","14-06-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"82","30-Apr-15","RB_CG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150429,"Red Butte","NA","30-Apr-15","Chlorophyll","nc",NA,8,"Pump","5082",14,1,"5082","30-04-15 0:00","RB_CG_BA","","","20-05-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun30",NA
"83","30-Oct-14","LR_Franklin_BA","14:41","1st Nov","D204","Site Code","ECD850","D114","D850","Dane","",NA,"Logan","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","583",14,1,"583","30-10-14 0:00","LR_Franklin_BA","Chris Cox","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"84","30-Oct-14","LR_MainSt_BA","12:00","1st Nov","1362","Site Code","ECD828","D710","D828","Chris/Dane","",NA,"Logan","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","103",14,1,"103","30-10-14 0:00","LR_MainSt_BA","Chris Cox","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"85","30-Oct-14","LR_Mendon_AA","11:20","1st Nov","D120","Site Code","ECB3115","D139","B3115","Chris/Dane","Filter may have been damaged during collection of filtered samples",NA,"Logan","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","25",14,1,"25","30-10-14 0:00","LR_Mendon_AA","Chris Cox","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"86","30-Oct-14","LR_TonyGrove_BA","13:57","1st Nov","C020","Site Code","EC1056","843","1056","Dane","",NA,"Logan","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","97",14,1,"97","30-10-14 0:00","LR_TonyGrove_BA","Chris Cox","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"87","30-Oct-14","LR_WaterLab_AA","12:45","1st Nov","D437","Site Code","EC1295","D686","1295","Chris/Dane","",NA,"Logan","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","239",14,1,"239","30-10-14 0:00","LR_WaterLab_AA","Chris Cox","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"88","30-Oct-14","RB_1300E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","11","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","21",14,1,"21","30-10-14 0:00","RB_1300E","Dave Eiriksson","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"89","30-Oct-14","RB_1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","139",14,1,"139","30-10-14 0:00","RB_1300S","Dave Eiriksson","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"90","30-Oct-14","RB_ARBR_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","19","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","94",14,1,"94","30-10-14 0:00","RB_ARBR_AA","Dave Eiriksson","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"91","30-Oct-14","RB_CG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","100",14,1,"100","30-10-14 0:00","RB_CG_BA","Dave Eiriksson","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"92","30-Oct-14","RB_FD_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","95",14,1,"95","30-10-14 0:00","RB_FD_AA","Dave Eiriksson","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"93","30-Oct-14","RB_KF_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","92",14,1,"92","30-10-14 0:00","RB_KF_BA","Dave Eiriksson","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"94","30-Oct-14","RB_RBG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","10-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","361",14,1,"361","30-10-14 0:00","RB_RBG_BA","Dave Eiriksson","","2-25-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 1st Nov LR, RB (No PR)",NA
"95","30-Sep-14","LR_MainSt_BA","13:00","1st Oct","N1930C","SiteName","EC1097","D691","1097","Dane Brophy","Ecoli collected 10/2/2014 @ 9:33",NA,"Logan","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","646",14,1,"646","30-09-14 0:00","LR_MainSt_BA","Chris Cox","","2-18-15 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Logan 1st Week Oct. (14 Sep 30)",NA
"96","30-Sep-14","LR_WaterLab_AA","10:57","1st Oct","N1930B","SiteName","ECD821","D657","D821","Dane Brophy","Ecoli collected 10/2/2014 @ 9:57",NA,"Logan","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","60",14,1,"60","30-09-14 0:00","LR_WaterLab_AA","Chris Cox","","2-18-15 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Logan 1st Week Oct. (14 Sep 30)",NA
"97","30-Sep-14","PR_BJ_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provo","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","21",14,1,"21","30-09-14 0:00","PR_BJ_AA","Joe Crawford","","11-17-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Provo 2nd Sep, 1st Oct, 2nd Oct",NA
"98","30-Sep-14","PR_CH_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provo","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","37",14,1,"37","30-09-14 0:00","PR_CH_AA","Joe Crawford","","11-17-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Provo 2nd Sep, 1st Oct, 2nd Oct",NA
"99","30-Sep-14","PR_LM_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provo","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","39",14,1,"39","30-09-14 0:00","PR_LM_BA","Joe Crawford","","11-17-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Provo 2nd Sep, 1st Oct, 2nd Oct",NA
"100","30-Sep-14","PR_ST_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provo","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","81",14,1,"81","30-09-14 0:00","PR_ST_BA","Joe Crawford","","11-17-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Provo 2nd Sep, 1st Oct, 2nd Oct",NA
"101","30-Sep-14","RB_1300E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","4","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","6",14,1,"6","30-09-14 0:00","RB_1300E","Dave Eiriksson","","10-27-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly Provo Week 1 Sep./Red Butte Week 1 Oct.",NA
"102","30-Sep-14","RB_1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","528",14,1,"528","30-09-14 0:00","RB_1300S","Dave Eiriksson","","10-27-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly Provo Week 1 Sep./Red Butte Week 1 Oct.",NA
"103","30-Sep-14","RB_ARBR_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","47",14,1,"47","30-09-14 0:00","RB_ARBR_AA","Dave Eiriksson","","10-27-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly Provo Week 1 Sep./Red Butte Week 1 Oct.",NA
"104","30-Sep-14","RB_CG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","27",14,1,"27","30-09-14 0:00","RB_CG_BA","Dave Eiriksson","","10-27-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly Provo Week 1 Sep./Red Butte Week 1 Oct.",NA
"105","30-Sep-14","RB_FD_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","4",14,1,"4","30-09-14 0:00","RB_FD_AA","Dave Eiriksson","","10-27-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly Provo Week 1 Sep./Red Butte Week 1 Oct.",NA
"106","30-Sep-14","RB_KF_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","67",14,1,"67","30-09-14 0:00","RB_KF_BA","Dave Eiriksson","","10-27-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly Provo Week 1 Sep./Red Butte Week 1 Oct.",NA
"107","30-Sep-14","RB_RBG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-30-14 0:00","Chlorophyll","nc",NA,8,"Pump","103",14,1,"103","30-09-14 0:00","RB_RBG_BA","Dave Eiriksson","","10-27-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Biweekly Provo Week 1 Sep./Red Butte Week 1 Oct.",NA
"108","0-Jan-00","JC",NA,NA,NA,NA,NA,NA,NA,NA,NA,731,"","NA","","Chlorophyll","nc",NA,8,"Pump","5171",14,1,"5171","00-01-00 0:00","JC","","","20-05-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun28",NA
"109","1-Apr-15","RB_1300E",NA,NA,NA,NA,NA,NA,NA,NA,NA,150401,"Red Butte","1","01-Apr-15","Chlorophyll","nc",NA,8,"Pump","S090",14,1,"S090","01-04-15 0:00","RB_1300E","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"110","1-Apr-15","RB_1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,150401,"Red Butte","1","01-Apr-15","Chlorophyll","nc",NA,8,"Pump","184",14,1,"184","01-04-15 0:00","RB_1300S","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"111","1-Apr-15","RB_ARBR_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150401,"Red Butte","1","01-Apr-15","Chlorophyll","nc",NA,8,"Pump","23",14,1,"23","01-04-15 0:00","RB_ARBR_AA","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"112","1-Apr-15","RB_CG_BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150401,"Red Butte","1","01-Apr-15","Chlorophyll","nc",NA,8,"Pump","S092",14,1,"S092","01-04-15 0:00","RB_CG_BA","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"113","1-Apr-15","RB_FD_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,150401,"Red Butte","1","01-Apr-15","Chlorophyll","nc",NA,8,"Pump","S134",14,1,"S134","01-04-15 0:00","RB_FD_AA","","","07-10-15","USU Aquatic Biogeochemistry Laboratory","Lindsay Capito",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun15",NA
"114","1-Dec-14","LR_HWY252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Logan","NA","12-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","30",14,1,"30","01-12-14 0:00","LR_HWY252","Chris Cox","","3-4-15 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah 2nd Wk Nov. LR",NA
"115","1-Dec-14","LR_HWY252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Logan","NA","12-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","110",14,1,"110","01-12-14 0:00","LR_HWY252","Chris Cox","","3-18-15 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Provo 12 Nov. 14 & Logan 2nd Nov.",NA
"116","1-May-15","RB_1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,150429,"Red Butte","NA","01-May-15","Chlorophyll","nc",NA,8,"Pump","213",14,1,"213","01-05-15 0:00","RB_1300S","","","20-05-15 0:00","USU Aquatic Biogeochemistry Laboratory","Eric Breton",14,"Turner Designs Aquaflor","Chla Data Entry as of 01Jun31",NA
"117","1-Oct-14","LR_Mendon_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Logan","NA","10-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","583",14,1,"583","01-10-14 0:00","LR_Mendon_AA","Chris Cox","","2-18-15 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll iUtah Logan 1st Week Oct. (14 Sep 30)",NA
"118","1-Sep-14","RB_1300E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","249",14,1,"249","01-09-14 0:00","RB_1300E","Dave Eiriksson","","9-4-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll RB 01 Sep 14",NA
"119","1-Sep-14","RB_1300E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","209",14,1,"209","01-09-14 0:00","RB_1300E","Dave Eiriksson","","9-4-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll RB 01 Sep 15",NA
"120","1-Sep-14","RB_1300E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","377",14,1,"377","01-09-14 0:00","RB_1300E","Dave Eiriksson","","9-4-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll RB 01 Sep 16",NA
"121","1-Sep-14","RB_1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","783",14,1,"783","01-09-14 0:00","RB_1300S","Dave Eiriksson","","9-4-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll RB 01 Sep 17",NA
"122","1-Sep-14","RB_1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","13","9-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","100",14,1,"100","01-09-14 0:00","RB_1300S","Dave Eiriksson","","9-4-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll RB 01 Sep 18",NA
"123","1-Sep-14","RB_1300S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","362",14,1,"362","01-09-14 0:00","RB_1300S","Dave Eiriksson","","9-4-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll RB 01 Sep 19",NA
"124","1-Sep-14","RB_ARBR_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","197",14,1,"197","01-09-14 0:00","RB_ARBR_AA","Dave Eiriksson","","9-4-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll RB 01 Sep 29",NA
"125","1-Sep-14","RB_ARBR_AA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Red Butte","NA","9-1-14 0:00","Chlorophyll","nc",NA,8,"Pump","86",14,1,"86","01-09-14 0:00","RB_ARBR_AA","Dave Eiriksson","","9-4-14 0:00","USU Aquatic Biogeochemistry Laboratory","Hayden Campbell",14,"Turner Designs Aquaflor","JK Chlorophyll RB 01 Sep 30",NA
